model,checkpoint,term,task,prompt_id,prompt_template_bind,eb_star,eb_per_layer,best_layer,entropy,span_indices,n_term_tokens,prompt_template_beh,behavioral_score,step,model_short
pythia-1b-deduped,step30000,heading structure,generation,gen_001,"In web accessibility, heading structure is",0.771461,"[0.471077, 0.581075, 0.236265, 0.617934, 0.771461, 0.233107, 0.547814, 0.205443, 0.476917, 0.335518, 0.233027, 0.033211, 0.116418, 0.067213, 0.359045, 0.444095]",4,0.683465,"[5, 6]",2,"In web accessibility, heading structure is",0.3333333333333333,30000,1b
pythia-1b-deduped,step30000,heading structure,generation,gen_002,"For screen readers, heading structure",0.656152,"[0.446436, 0.58312, 0.137117, 0.596394, 0.656152, 0.31885, 0.431422, 0.093848, 0.445699, 0.136236, 0.222249, 0.067597, 0.059876, 0.117157, 0.412423, 0.193825]",4,0.592134,"[5, 6]",2,"For screen readers, heading structure",0.0,30000,1b
pythia-1b-deduped,step30000,heading structure,generation,gen_003,"To create proper heading structure, content authors should",0.679556,"[0.392131, 0.401589, 0.338156, 0.679556, 0.48307, 0.163303, 0.590656, 0.098454, 0.120672, 0.458092, 0.18704, 0.13106, 0.084441, 0.29804, 0.413112, 0.163138]",3,1.413218,"[4, 5]",2,"To create proper heading structure, content authors should",0.3333333333333333,30000,1b
pythia-1b-deduped,step30000,heading structure,generation,gen_004,"Without logical heading structure, screen reader users may",0.702612,"[0.466439, 0.35746, 0.482686, 0.702612, 0.122803, 0.190693, 0.52228, 0.256941, 0.111842, 0.264801, 0.575788, 0.24476, 0.049435, 0.311217, 0.359714, 0.049393]",3,1.511178,"[3, 4]",2,"Without logical heading structure, screen reader users may",0.0,30000,1b
pythia-1b-deduped,step30000,heading structure,generation,gen_005,An accessibility evaluation found improper heading structure. This means,0.687572,"[0.361132, 0.396144, 0.236398, 0.687572, 0.268239, 0.243976, 0.611947, 0.179282, 0.147247, 0.22801, 0.171747, 0.039828, 0.084466, 0.176373, 0.298021, 0.228089]",3,1.379924,"[6, 7]",2,An accessibility evaluation found improper heading structure. This means,0.0,30000,1b
pythia-1b-deduped,step30000,heading structure,generation,gen_006,"When organizing page content, heading structure ensures",0.686063,"[0.409012, 0.569511, 0.161932, 0.612631, 0.686063, 0.319187, 0.502718, 0.192515, 0.334869, 0.200248, 0.129165, 0.095628, 0.151305, 0.338867, 0.414727, 0.388726]",4,0.740307,"[6, 7]",2,"When organizing page content, heading structure ensures",0.0,30000,1b
pythia-1b-deduped,step30000,keyboard navigation,generation,gen_001,"In web accessibility, keyboard navigation is",0.672448,"[0.451049, 0.3262, 0.326697, 0.630199, 0.070716, 0.672448, 0.422927, 0.150383, 0.348149, 0.232551, 0.325005, 0.048332, 0.086416, 0.09688, 0.491339, 0.276799]",5,0.957177,"[5, 6]",2,"In web accessibility, keyboard navigation is",0.0,30000,1b
pythia-1b-deduped,step30000,keyboard navigation,generation,gen_002,"For users with motor disabilities, keyboard navigation",0.648161,"[0.416518, 0.417813, 0.295046, 0.648161, 0.036926, 0.452673, 0.251051, 0.257571, 0.191315, 0.09876, 0.154122, 0.049662, 0.026941, 0.117501, 0.517554, 0.323155]",3,1.60249,"[7, 8]",2,"For users with motor disabilities, keyboard navigation",0.0,30000,1b
pythia-1b-deduped,step30000,keyboard navigation,generation,gen_003,"To support keyboard navigation, developers should",0.617455,"[0.367484, 0.278618, 0.397799, 0.617455, 0.035177, 0.541214, 0.32655, 0.047582, 0.137995, 0.154977, 0.273824, 0.099137, 0.07491, 0.19387, 0.221914, 0.24939]",3,1.711743,"[3, 4]",2,"To support keyboard navigation, developers should",0.0,30000,1b
pythia-1b-deduped,step30000,keyboard navigation,generation,gen_004,"Without keyboard navigation support, motor-impaired users may",0.691361,"[0.345824, 0.320136, 0.418619, 0.691361, 0.107251, 0.444731, 0.45602, 0.071684, 0.159309, 0.118072, 0.396393, 0.115879, 0.067023, 0.133386, 0.335768, 0.177554]",3,1.561444,"[2, 3]",2,"Without keyboard navigation support, motor-impaired users may",0.0,30000,1b
pythia-1b-deduped,step30000,keyboard navigation,generation,gen_005,A manual test revealed keyboard navigation failures. This means,0.671077,"[0.46641, 0.395263, 0.311083, 0.612515, 0.128155, 0.671077, 0.304718, 0.151036, 0.211726, 0.223994, 0.27249, 0.080255, 0.072457, 0.11909, 0.342134, 0.303731]",5,1.06266,"[5, 6]",2,A manual test revealed keyboard navigation failures. This means,0.0,30000,1b
pythia-1b-deduped,step30000,keyboard navigation,generation,gen_006,"When developing interactive features, keyboard navigation ensures",0.705734,"[0.418115, 0.352949, 0.243196, 0.62273, 0.18882, 0.705734, 0.315813, 0.201361, 0.341832, 0.317736, 0.239991, 0.055412, 0.052853, 0.121136, 0.470861, 0.316304]",5,0.942207,"[6, 7]",2,"When developing interactive features, keyboard navigation ensures",0.0,30000,1b
pythia-1b-deduped,step30000,landmark region,generation,gen_001,"In web accessibility, a landmark region is",0.62703,"[0.427107, 0.62703, 0.339069, 0.605096, 0.102198, 0.347533, 0.428119, 0.597937, 0.188613, 0.131987, 0.271623, 0.032319, 0.034746, 0.558505, 0.607869, 0.519657]",1,1.595311,"[6, 7]",2,"In web accessibility, a landmark region is",0.0,30000,1b
pythia-1b-deduped,step30000,landmark region,generation,gen_002,"For screen reader users, landmark regions",0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0,2.079441,[7],3,"For screen reader users, landmark regions",0.0,30000,1b
pythia-1b-deduped,step30000,landmark region,generation,gen_003,"To implement landmark regions, developers should",0.318301,"[0.144708, 0.157075, 0.063418, 0.318301, 0.082692, 0.074386, 0.146295, 0.079657, 0.092821, 0.198659, 0.102768, 0.190675, 0.052446, 0.21856, 0.195769, 0.174993]",3,1.926119,"[4, 5, 6]",3,"To implement landmark regions, developers should",0.0,30000,1b
pythia-1b-deduped,step30000,landmark region,generation,gen_004,"Without proper landmark regions, assistive technology users may",0.290884,"[0.191592, 0.175846, 0.07875, 0.290884, 0.057644, 0.110815, 0.172711, 0.117089, 0.228938, 0.131464, 0.146738, 0.178552, 0.15028, 0.25474, 0.259236, 0.102207]",3,1.984041,"[4, 5, 6]",3,"Without proper landmark regions, assistive technology users may",0.0,30000,1b
pythia-1b-deduped,step30000,landmark region,generation,gen_005,An HTML validation found missing landmark regions. This means,0.221134,"[0.20071, 0.133511, 0.134731, 0.182799, 0.096679, 0.136561, 0.110441, 0.097543, 0.098393, 0.087781, 0.098722, 0.088048, 0.119614, 0.174262, 0.151884, 0.221134]",15,1.892909,"[7, 8, 9]",3,An HTML validation found missing landmark regions. This means,0.0,30000,1b
pythia-1b-deduped,step30000,landmark region,generation,gen_006,"When structuring page layout, landmark regions ensure",0.611207,"[0.169343, 0.586683, 0.100243, 0.611207, 0.349531, 0.087905, 0.224801, 0.100374, 0.177475, 0.273191, 0.11195, 0.286556, 0.053209, 0.322434, 0.354581, 0.375923]",3,1.373917,"[8, 9]",3,"When structuring page layout, landmark regions ensure",0.0,30000,1b
pythia-1b-deduped,step30000,aria attribute,generation,gen_001,"In web accessibility, an aria attribute is",0.653778,"[0.445576, 0.573266, 0.159083, 0.653778, 0.362969, 0.228776, 0.388605, 0.252176, 0.259957, 0.285809, 0.350888, 0.140149, 0.046936, 0.066062, 0.496143, 0.48109]",3,1.347395,"[6, 7]",2,"In web accessibility, an aria attribute is",1.0,30000,1b
pythia-1b-deduped,step30000,aria attribute,generation,gen_002,"For screen reader users, aria attributes",0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0,2.079441,[7],2,"For screen reader users, aria attributes",0.3333333333333333,30000,1b
pythia-1b-deduped,step30000,aria attribute,generation,gen_003,"To use aria attributes correctly, developers should",0.756338,"[0.136006, 0.334315, 0.172319, 0.756338, 0.13643, 0.136075, 0.347073, 0.14727, 0.065362, 0.173656, 0.159865, 0.11816, 0.119424, 0.18935, 0.297275, 0.042025]",3,0.938387,"[4, 5]",2,"To use aria attributes correctly, developers should",0.6666666666666666,30000,1b
pythia-1b-deduped,step30000,aria attribute,generation,gen_004,"Without appropriate aria attributes, custom widgets may",0.522764,"[0.268541, 0.211996, 0.098564, 0.522764, 0.273262, 0.098324, 0.221492, 0.133793, 0.256587, 0.222528, 0.069123, 0.476623, 0.123776, 0.264284, 0.36067, 0.206324]",3,1.51237,"[4, 5]",2,"Without appropriate aria attributes, custom widgets may",0.0,30000,1b
pythia-1b-deduped,step30000,aria attribute,generation,gen_005,An accessibility audit found missing aria attributes. This means,0.457686,"[0.150311, 0.109393, 0.217121, 0.457686, 0.013643, 0.021212, 0.082413, 0.077236, 0.050696, 0.088198, 0.073819, 0.113217, 0.051349, 0.280535, 0.340533, 0.059256]",3,1.327468,"[7, 8]",2,An accessibility audit found missing aria attributes. This means,1.0,30000,1b
pythia-1b-deduped,step30000,aria attribute,generation,gen_006,"When creating custom components, aria attributes ensure",0.579114,"[0.238552, 0.52632, 0.128101, 0.578687, 0.579114, 0.062806, 0.23503, 0.060761, 0.139294, 0.262455, 0.158936, 0.149733, 0.076896, 0.301426, 0.347825, 0.309132]",4,1.112162,"[7, 8]",2,"When creating custom components, aria attributes ensure",0.0,30000,1b
pythia-1b-deduped,step60000,screen reader,generation,gen_001,"In web accessibility, a screen reader is",0.569398,"[0.532733, 0.505028, 0.202173, 0.569398, 0.054933, 0.144273, 0.199368, 0.036707, 0.419715, 0.020302, 0.117567, 0.008031, 0.032096, 0.034027, 0.046393, 0.166815]",3,1.538137,"[6, 7]",2,"In web accessibility, a screen reader is",1.0,60000,1b
pythia-1b-deduped,step60000,screen reader,generation,gen_002,"For blind users, a screen reader",0.537964,"[0.533356, 0.490203, 0.304921, 0.537964, 0.055533, 0.113802, 0.155373, 0.04838, 0.342496, 0.031682, 0.244683, 0.004971, 0.042313, 0.088069, 0.080584, 0.133844]",3,1.515502,"[6, 7]",2,"For blind users, a screen reader",1.0,60000,1b
pythia-1b-deduped,step60000,screen reader,generation,gen_003,"To ensure screen reader compatibility, developers should",0.475853,"[0.469863, 0.454459, 0.282093, 0.475853, 0.042788, 0.212921, 0.203324, 0.080464, 0.256414, 0.044355, 0.101425, 0.011627, 0.037741, 0.139001, 0.069269, 0.147467]",3,1.771463,"[3, 4]",2,"To ensure screen reader compatibility, developers should",0.6666666666666666,60000,1b
pythia-1b-deduped,step60000,screen reader,generation,gen_004,"Without proper screen reader support, visually impaired users may",0.480506,"[0.471131, 0.469094, 0.402691, 0.480506, 0.126398, 0.125848, 0.185016, 0.057996, 0.228244, 0.045902, 0.181261, 0.037952, 0.10645, 0.143403, 0.088227, 0.211497]",3,1.692647,"[3, 4]",2,"Without proper screen reader support, visually impaired users may",1.0,60000,1b
pythia-1b-deduped,step60000,screen reader,generation,gen_005,An accessibility audit found that the site is not screen reader friendly. This means,0.603101,"[0.549321, 0.591377, 0.171749, 0.603101, 0.081587, 0.096572, 0.21156, 0.071336, 0.199681, 0.016818, 0.201455, 0.025437, 0.050594, 0.047075, 0.131629, 0.234137]",3,1.564937,"[10, 11]",2,An accessibility audit found that the site is not screen reader friendly. This means,0.0,60000,1b
pythia-1b-deduped,step60000,screen reader,generation,gen_006,"When building accessible sites, screen reader compatibility ensures",0.53603,"[0.501972, 0.507136, 0.233185, 0.53603, 0.018367, 0.157801, 0.228309, 0.07809, 0.334973, 0.076675, 0.136127, 0.023596, 0.048888, 0.074808, 0.083644, 0.185211]",3,1.667556,"[6, 7]",2,"When building accessible sites, screen reader compatibility ensures",0.0,60000,1b
pythia-1b-deduped,step60000,skip link,generation,gen_001,"In web accessibility, a skip link is",0.673731,"[0.530903, 0.525438, 0.355657, 0.673731, 0.430595, 0.242601, 0.385627, 0.24006, 0.432693, 0.291092, 0.165316, 0.167223, 0.158889, 0.20316, 0.399476, 0.145774]",3,1.37014,"[6, 7]",2,"In web accessibility, a skip link is",0.6666666666666666,60000,1b
pythia-1b-deduped,step60000,skip link,generation,gen_002,"For keyboard navigation, a skip link",0.688241,"[0.518054, 0.460362, 0.424672, 0.688241, 0.323328, 0.13226, 0.348336, 0.174164, 0.293447, 0.075654, 0.180481, 0.086832, 0.116473, 0.13873, 0.186872, 0.175643]",3,1.268249,"[6, 7]",2,"For keyboard navigation, a skip link",0.6666666666666666,60000,1b
pythia-1b-deduped,step60000,skip link,generation,gen_003,"To implement a skip link, developers should",0.671921,"[0.356479, 0.464476, 0.460852, 0.671921, 0.327673, 0.385426, 0.326898, 0.280451, 0.307873, 0.127473, 0.170539, 0.053449, 0.031264, 0.124728, 0.504896, 0.612141]",3,1.460228,"[4, 5]",2,"To implement a skip link, developers should",1.0,60000,1b
pythia-1b-deduped,step60000,skip link,generation,gen_004,"Without a skip link, keyboard users may",0.622631,"[0.402834, 0.400475, 0.42288, 0.622631, 0.261127, 0.259847, 0.304654, 0.142016, 0.259192, 0.107046, 0.139261, 0.043865, 0.048477, 0.433033, 0.317061, 0.315798]",3,1.633253,"[3, 4]",2,"Without a skip link, keyboard users may",0.6666666666666666,60000,1b
pythia-1b-deduped,step60000,skip link,generation,gen_005,An accessibility review noted the absence of a skip link. This means,0.639013,"[0.525046, 0.542011, 0.300933, 0.639013, 0.444407, 0.19089, 0.386525, 0.13772, 0.22167, 0.183757, 0.225073, 0.062805, 0.09819, 0.21218, 0.345289, 0.606859]",3,1.510003,"[9, 10]",2,An accessibility review noted the absence of a skip link. This means,0.3333333333333333,60000,1b
pythia-1b-deduped,step60000,skip link,generation,gen_006,"When designing accessible navigation, a skip link ensures",0.6809,"[0.511897, 0.500062, 0.391638, 0.6809, 0.293335, 0.224264, 0.427286, 0.208016, 0.17916, 0.171925, 0.311868, 0.057812, 0.101888, 0.182039, 0.319612, 0.241967]",3,1.346048,"[7, 8]",2,"When designing accessible navigation, a skip link ensures",1.0,60000,1b
pythia-1b-deduped,step60000,alt text,generation,gen_001,"In web accessibility, alt text is",0.682892,"[0.5715, 0.492192, 0.047307, 0.561027, 0.682892, 0.492673, 0.271102, 0.169588, 0.425861, 0.340378, 0.130267, 0.030292, 0.059073, 0.056304, 0.13091, 0.113416]",4,0.677647,"[5, 6]",2,"In web accessibility, alt text is",1.0,60000,1b
pythia-1b-deduped,step60000,alt text,generation,gen_002,"For blind users, alt text",0.576752,"[0.512136, 0.473294, 0.052888, 0.576752, 0.25409, 0.266018, 0.277592, 0.131069, 0.399764, 0.179008, 0.159329, 0.036359, 0.034136, 0.063608, 0.133054, 0.022254]",3,1.636809,"[5, 6]",2,"For blind users, alt text",0.0,60000,1b
pythia-1b-deduped,step60000,alt text,generation,gen_003,"To write effective alt text, content creators should",0.674575,"[0.519905, 0.449562, 0.416635, 0.645659, 0.674575, 0.371768, 0.356036, 0.200189, 0.37465, 0.351456, 0.172689, 0.080483, 0.01858, 0.063881, 0.033268, 0.05086]",4,0.393095,"[4, 5]",2,"To write effective alt text, content creators should",0.3333333333333333,60000,1b
pythia-1b-deduped,step60000,alt text,generation,gen_004,"Without alt text, screen reader users may",0.643418,"[0.455065, 0.404641, 0.112502, 0.643418, 0.158768, 0.298985, 0.440264, 0.069769, 0.329954, 0.139043, 0.186495, 0.055399, 0.01609, 0.069746, 0.075958, 0.051886]",3,1.764544,"[2, 3]",2,"Without alt text, screen reader users may",0.3333333333333333,60000,1b
pythia-1b-deduped,step60000,alt text,generation,gen_005,An accessibility scan found images lacking alt text. This means,0.565866,"[0.565866, 0.464298, 0.389607, 0.527894, 0.22127, 0.282789, 0.286658, 0.102836, 0.24987, 0.180749, 0.113478, 0.036461, 0.014969, 0.112421, 0.075061, 0.031162]",0,1.703447,"[7, 8]",2,An accessibility scan found images lacking alt text. This means,0.6666666666666666,60000,1b
pythia-1b-deduped,step60000,alt text,generation,gen_006,"When publishing web content, alt text ensures",0.645568,"[0.533732, 0.494321, 0.092807, 0.559423, 0.645568, 0.30483, 0.265108, 0.229409, 0.535627, 0.295667, 0.205045, 0.057664, 0.048787, 0.053063, 0.102562, 0.10229]",4,0.677899,"[6, 7]",2,"When publishing web content, alt text ensures",0.3333333333333333,60000,1b
pythia-1b-deduped,step60000,color contrast,generation,gen_001,"In web accessibility, color contrast is",0.736229,"[0.497542, 0.376893, 0.736229, 0.61818, 0.116246, 0.158616, 0.425012, 0.15284, 0.29043, 0.404902, 0.230655, 0.053551, 0.02371, 0.107926, 0.368809, 0.208933]",2,1.099588,"[5, 6]",2,"In web accessibility, color contrast is",0.0,60000,1b
pythia-1b-deduped,step60000,color contrast,generation,gen_002,"For users with low vision, color contrast",0.681328,"[0.516714, 0.45479, 0.681328, 0.674438, 0.04298, 0.246674, 0.345872, 0.288293, 0.237089, 0.155618, 0.148601, 0.030054, 0.018482, 0.065633, 0.352738, 0.084581]",2,1.213074,"[7, 8]",2,"For users with low vision, color contrast",0.0,60000,1b
pythia-1b-deduped,step60000,color contrast,generation,gen_003,"To achieve sufficient color contrast, designers should",0.701257,"[0.463299, 0.570412, 0.69624, 0.701257, 0.145873, 0.183199, 0.377814, 0.09488, 0.23936, 0.205176, 0.196701, 0.124635, 0.046062, 0.148085, 0.30003, 0.196229]",3,1.290511,"[4, 5]",2,"To achieve sufficient color contrast, designers should",0.3333333333333333,60000,1b
pythia-1b-deduped,step60000,color contrast,generation,gen_004,"Without adequate color contrast, users with visual impairments may",0.736926,"[0.438679, 0.430259, 0.736926, 0.693802, 0.214381, 0.287132, 0.305521, 0.096157, 0.132436, 0.147963, 0.261799, 0.045883, 0.032957, 0.119967, 0.180267, 0.523]",2,1.206412,"[3, 4]",2,"Without adequate color contrast, users with visual impairments may",0.3333333333333333,60000,1b
pythia-1b-deduped,step60000,color contrast,generation,gen_005,An accessibility checker flagged poor color contrast. This means,0.718997,"[0.463954, 0.403484, 0.718997, 0.699807, 0.196159, 0.227758, 0.382133, 0.043558, 0.209547, 0.371363, 0.08276, 0.140099, 0.02757, 0.046439, 0.270839, 0.420656]",2,1.099354,"[8, 9]",2,An accessibility checker flagged poor color contrast. This means,0.0,60000,1b
pythia-1b-deduped,step60000,color contrast,generation,gen_006,"When selecting color palettes, color contrast ensures",0.736683,"[0.366106, 0.424539, 0.736683, 0.651569, 0.108679, 0.135552, 0.340742, 0.048519, 0.23954, 0.274484, 0.158333, 0.027188, 0.020933, 0.074072, 0.259202, 0.026601]",2,0.85951,"[7, 8]",2,"When selecting color palettes, color contrast ensures",0.0,60000,1b
pythia-1b-deduped,step60000,focus indicator,generation,gen_001,"In web accessibility, a focus indicator is",0.651964,"[0.161478, 0.585538, 0.330657, 0.651964, 0.628522, 0.40895, 0.520346, 0.107138, 0.40124, 0.128103, 0.057081, 0.024661, 0.045672, 0.048371, 0.121563, 0.14908]",3,1.340646,"[6, 7]",2,"In web accessibility, a focus indicator is",0.6666666666666666,60000,1b
pythia-1b-deduped,step60000,focus indicator,generation,gen_002,"For keyboard users, a focus indicator",0.676795,"[0.203813, 0.600905, 0.359299, 0.649755, 0.676795, 0.26088, 0.342975, 0.097915, 0.185645, 0.150965, 0.07857, 0.060302, 0.043611, 0.065433, 0.182528, 0.403872]",4,0.631293,"[6, 7]",2,"For keyboard users, a focus indicator",0.0,60000,1b
pythia-1b-deduped,step60000,focus indicator,generation,gen_003,"To implement visible focus indicators, developers should",0.571287,"[0.240652, 0.340026, 0.112012, 0.571287, 0.279891, 0.087236, 0.189458, 0.146018, 0.151117, 0.358008, 0.09804, 0.185973, 0.039168, 0.3005, 0.3011, 0.110955]",3,1.422438,"[5, 6]",2,"To implement visible focus indicators, developers should",0.6666666666666666,60000,1b
pythia-1b-deduped,step60000,focus indicator,generation,gen_004,"Without a focus indicator, keyboard-only users may",0.631337,"[0.162641, 0.483543, 0.306868, 0.631337, 0.451577, 0.119724, 0.540317, 0.066677, 0.362079, 0.223425, 0.091439, 0.050766, 0.032804, 0.200427, 0.118073, 0.062518]",3,1.419712,"[3, 4]",2,"Without a focus indicator, keyboard-only users may",0.0,60000,1b
pythia-1b-deduped,step60000,focus indicator,generation,gen_005,A usability test revealed missing focus indicators. This means,0.50709,"[0.122432, 0.230419, 0.097135, 0.50709, 0.175708, 0.054045, 0.378987, 0.14832, 0.10298, 0.171268, 0.061832, 0.068991, 0.010425, 0.076436, 0.050315, 0.409266]",3,1.420786,"[7, 8]",2,A usability test revealed missing focus indicators. This means,0.3333333333333333,60000,1b
pythia-1b-deduped,step60000,focus indicator,generation,gen_006,"When styling interactive elements, a focus indicator ensures",0.649293,"[0.181292, 0.6059, 0.285317, 0.649293, 0.501152, 0.329698, 0.496398, 0.205382, 0.275631, 0.223017, 0.105364, 0.062707, 0.034281, 0.093491, 0.356554, 0.269924]",3,1.370525,"[7, 8]",2,"When styling interactive elements, a focus indicator ensures",0.6666666666666666,60000,1b
pythia-1b-deduped,step60000,heading structure,generation,gen_001,"In web accessibility, heading structure is",0.790655,"[0.374141, 0.485879, 0.152982, 0.641765, 0.790655, 0.209776, 0.50301, 0.157878, 0.349822, 0.442881, 0.160625, 0.013314, 0.03039, 0.033691, 0.214475, 0.525519]",4,0.569523,"[5, 6]",2,"In web accessibility, heading structure is",0.0,60000,1b
pythia-1b-deduped,step60000,heading structure,generation,gen_002,"For screen readers, heading structure",0.809432,"[0.378902, 0.460327, 0.152186, 0.610644, 0.809432, 0.374809, 0.438827, 0.093985, 0.34972, 0.352598, 0.10133, 0.025774, 0.03567, 0.072714, 0.200355, 0.158098]",4,0.723243,"[5, 6]",2,"For screen readers, heading structure",0.3333333333333333,60000,1b
pythia-1b-deduped,step60000,heading structure,generation,gen_003,"To create proper heading structure, content authors should",0.679286,"[0.291973, 0.454157, 0.232394, 0.679286, 0.085807, 0.077121, 0.445795, 0.162908, 0.231156, 0.195206, 0.163777, 0.040574, 0.030716, 0.1888, 0.36662, 0.340084]",3,1.257799,"[4, 5]",2,"To create proper heading structure, content authors should",0.0,60000,1b
pythia-1b-deduped,step60000,heading structure,generation,gen_004,"Without logical heading structure, screen reader users may",0.72532,"[0.221505, 0.415698, 0.366057, 0.72532, 0.066008, 0.194058, 0.448503, 0.099393, 0.209597, 0.229461, 0.131129, 0.055454, 0.038453, 0.28691, 0.299211, 0.092886]",3,1.401082,"[3, 4]",2,"Without logical heading structure, screen reader users may",0.3333333333333333,60000,1b
pythia-1b-deduped,step60000,heading structure,generation,gen_005,An accessibility evaluation found improper heading structure. This means,0.647968,"[0.355817, 0.496601, 0.339403, 0.647968, 0.454415, 0.103121, 0.383432, 0.047096, 0.204638, 0.206799, 0.104352, 0.054015, 0.035416, 0.169081, 0.314638, 0.437093]",3,1.442827,"[6, 7]",2,An accessibility evaluation found improper heading structure. This means,0.0,60000,1b
pythia-1b-deduped,step60000,heading structure,generation,gen_006,"When organizing page content, heading structure ensures",0.704504,"[0.324455, 0.50135, 0.150355, 0.603438, 0.704504, 0.449927, 0.477195, 0.18422, 0.219648, 0.496716, 0.122975, 0.011521, 0.018305, 0.083708, 0.28424, 0.371297]",4,0.725307,"[6, 7]",2,"When organizing page content, heading structure ensures",0.0,60000,1b
pythia-1b-deduped,step60000,keyboard navigation,generation,gen_001,"In web accessibility, keyboard navigation is",0.653024,"[0.4058, 0.383212, 0.330825, 0.653024, 0.062321, 0.470344, 0.341819, 0.256701, 0.17547, 0.482662, 0.263987, 0.024497, 0.05685, 0.193599, 0.526266, 0.176476]",3,1.613182,"[5, 6]",2,"In web accessibility, keyboard navigation is",0.0,60000,1b
pythia-1b-deduped,step60000,keyboard navigation,generation,gen_002,"For users with motor disabilities, keyboard navigation",0.681732,"[0.272532, 0.493048, 0.289639, 0.681732, 0.105505, 0.333005, 0.345251, 0.368036, 0.218843, 0.440629, 0.232359, 0.030449, 0.033536, 0.135293, 0.628582, 0.108891]",3,1.493806,"[7, 8]",2,"For users with motor disabilities, keyboard navigation",0.0,60000,1b
pythia-1b-deduped,step60000,keyboard navigation,generation,gen_003,"To support keyboard navigation, developers should",0.651425,"[0.443231, 0.249867, 0.367273, 0.651425, 0.081439, 0.323085, 0.260209, 0.161107, 0.180939, 0.420869, 0.240882, 0.054759, 0.03429, 0.167678, 0.240599, 0.224319]",3,1.644441,"[3, 4]",2,"To support keyboard navigation, developers should",0.0,60000,1b
pythia-1b-deduped,step60000,keyboard navigation,generation,gen_004,"Without keyboard navigation support, motor-impaired users may",0.690862,"[0.43522, 0.295676, 0.399367, 0.690862, 0.149806, 0.332738, 0.319819, 0.069267, 0.330723, 0.107725, 0.137069, 0.039366, 0.140491, 0.185051, 0.206962, 0.242156]",3,1.50493,"[2, 3]",2,"Without keyboard navigation support, motor-impaired users may",0.0,60000,1b
pythia-1b-deduped,step60000,keyboard navigation,generation,gen_005,A manual test revealed keyboard navigation failures. This means,0.632265,"[0.336345, 0.380059, 0.583935, 0.632265, 0.184681, 0.320128, 0.217987, 0.227507, 0.138058, 0.34311, 0.285559, 0.033762, 0.027444, 0.16835, 0.269921, 0.122737]",3,1.722828,"[5, 6]",2,A manual test revealed keyboard navigation failures. This means,0.0,60000,1b
pythia-1b-deduped,step60000,keyboard navigation,generation,gen_006,"When developing interactive features, keyboard navigation ensures",0.635642,"[0.409118, 0.402263, 0.259569, 0.635642, 0.19075, 0.430596, 0.35505, 0.22704, 0.2235, 0.489823, 0.209633, 0.034619, 0.039146, 0.103987, 0.445277, 0.052589]",3,1.650661,"[6, 7]",2,"When developing interactive features, keyboard navigation ensures",0.0,60000,1b
pythia-1b-deduped,step60000,landmark region,generation,gen_001,"In web accessibility, a landmark region is",0.6708,"[0.434087, 0.583869, 0.107538, 0.621708, 0.039417, 0.121321, 0.450858, 0.588133, 0.300421, 0.177782, 0.213516, 0.04438, 0.008777, 0.48515, 0.6708, 0.406519]",14,1.442282,"[6, 7]",2,"In web accessibility, a landmark region is",0.0,60000,1b
pythia-1b-deduped,step60000,landmark region,generation,gen_002,"For screen reader users, landmark regions",0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0,2.079441,[7],3,"For screen reader users, landmark regions",0.0,60000,1b
pythia-1b-deduped,step60000,landmark region,generation,gen_003,"To implement landmark regions, developers should",0.294453,"[0.182674, 0.146588, 0.067094, 0.294453, 0.048306, 0.094808, 0.163923, 0.150673, 0.111956, 0.149764, 0.085663, 0.21745, 0.029635, 0.265829, 0.190208, 0.191884]",3,1.910389,"[4, 5, 6]",3,"To implement landmark regions, developers should",0.0,60000,1b
pythia-1b-deduped,step60000,landmark region,generation,gen_004,"Without proper landmark regions, assistive technology users may",0.289245,"[0.221718, 0.164357, 0.051131, 0.289245, 0.102726, 0.102574, 0.13771, 0.158492, 0.204938, 0.112532, 0.154963, 0.041006, 0.030697, 0.25934, 0.225999, 0.089548]",3,1.964924,"[4, 5, 6]",3,"Without proper landmark regions, assistive technology users may",0.0,60000,1b
pythia-1b-deduped,step60000,landmark region,generation,gen_005,An HTML validation found missing landmark regions. This means,0.299075,"[0.226083, 0.108049, 0.10255, 0.299075, 0.133438, 0.061368, 0.112633, 0.093925, 0.214716, 0.115003, 0.247806, 0.117964, 0.035189, 0.212675, 0.066155, 0.174805]",3,1.859324,"[7, 8, 9]",3,An HTML validation found missing landmark regions. This means,0.0,60000,1b
pythia-1b-deduped,step60000,landmark region,generation,gen_006,"When structuring page layout, landmark regions ensure",0.572143,"[0.174202, 0.572143, 0.079507, 0.552979, 0.21363, 0.073428, 0.297062, 0.094723, 0.207521, 0.496195, 0.246924, 0.132349, 0.043937, 0.33117, 0.113925, 0.470625]",1,1.198628,"[8, 9]",3,"When structuring page layout, landmark regions ensure",0.0,60000,1b
